Website,Job Title,Category,Company,Date Posted,Location,Status,Education,Job Description,Min Salary,Max Salary,Min Years of Work Experience,Max Years of Work Experience,Field
Pinoy Jobs,IT Staff- Computer Programmer,"Jobs in IT, Programming, Systems & Networks",Shindengen Philippines Corporation,2015-07-21,Calamba City,Full Time,Bachelor's Degree,"Computer Programmer Staff Job Description & RequirementsGraduate of BS Computer Science/Information Technology Knowledge and application development using vb.net, asp.net, css, Javascript, PHP, HTML, Flash 8, Excel macro, MS SQL, ajax. Knowledge in developing windows web based applications Knowledge in program debugging and documentation. Good communication skills (oral and written)",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,PROJECT-BASED TECHNICAL SUPPORT TRAINERS (75),"Jobs in IT, Programming, Systems & Networks","REDDOT IMAGING PHILIPPINES, INC.",2015-07-21,ENTIRE REGION 6 AREAS,Project Base,Bachelor's Degree," Candidates must be 18-25 years old | Male.– Candidates must possess at least graduate of Computer Technical Course/Bachelor’s in Computer Science/ Information Technology or its equivalent.– Willing to be assigned to any location(s) in Region 6 for the duration of the project.– Familiar with computer networking, software installation, configuration, commissioning, and troubleshooting.– Should be able to set-up the required environment and provide for End-User Training in the use of LAN-related IT equipment.– Able to carry out performance assessment(s) to determine learner’s progress and/or needs.– Articulated and confident.– Fresh Graduates are welcome to apply.",Not Specified,Not Specified,6,6,IT
Pinoy Jobs,Developer,"Jobs in IT, Programming, Systems & Networks",Cloud Employee,2015-07-20,Makati City,Full Time,Not Specified,"Cloud Employee is a British owned company with awesome offices in Makati and Cebu City. We partner with some of the UK, USA and Australia’s leading tech companies and Digital Agencies providing access to some of the Philippines most talented IT professionals.We are always on the lookout for new talented Developers with a wide range of skills such as .net, MVC, PHP, iOS, Android, and many many more… All our positions are, full-time, permanent and office based.We offer:EXCELLENT benefitsCompetitive salariesDynamic yet relaxed office environmentGreat team atmosphereWe encourage personal career growthOptional Training courses supplied by the companyOpportunity to work with some of the world’s most innovative startups and tech firms",negotiable,negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,Technical Support,"Jobs in IT, Programming, Systems & Networks","Infotouch Systems, Inc.",2015-07-14,Makati City,Full Time,Bachelor's Degree,"TECHNICAL SUPPORTSCHEDULED HOURS: Mondays – Saturdays Responsibilities: * Manage and Monitor All Servers and Applications* Provide Solution and Respond to Customers Support Request* Create Incident Reports to Customers and to the Supervisor* Install and Implement Server Applications* ensure IT infrastructure is running 100% to avoid interruption of company day to day operations* provide email, phone, and on-site technical support to the customers of the company* Identify and escalate priority issues per Client specifications;* Diagnose and resolve technical hardware and software issues involving internet connectivity, email clients, IPTV, VOIP and more;* assist and train staffs and customers on how to use company IT infrastructure.* handle technical planning and installations of company projects to its customers* other tasks or job description that may be assigned or established by the Technical Head/President from time to time. Qualifications:* Candidate must possess at least a Vocational Diploma / Short Course Certificate, Bachelor’s/College Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Engineering (Electrical/Electronic) or equivalent.* Required skill(s): Microsoft office, window server, networking and system administration.* Required language(s): English, Filipino* Applicants must be willing to work in Makati & Manila.* At least 1 year experience with the said position.* Fresh graduates/Entry level applicants are encouraged to apply.* Age 20-26 years old* Must be goal driven, self-motivated, aggressive, flexible & result-oriented* Full-Time positions available.* Willing to travel outside Metro Manila ","10,000-12,000","10,000-12,000",1,1,IT
Pinoy Jobs,System Engineer,"Jobs in IT, Programming, Systems & Networks",Twincom Trading Corporation,2015-07-10,Taguig City,Full Time,Bachelor's Degree,"Responsibilities Responsible for planning and design. Possesses both business and technical skills. Understands customer business needs and issues.Qualifications Graduate of Bachelor’s Degree in IT, Computer Science, Computer Engineering or equivalent; With Cisco product experience; CCNP / CCNA / CCIE / CCDP Certification is required; With knowledge in Routing and Switching, mobile and wireless Technologies.Required experience:",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,JAVA Developer,"Jobs in IT, Programming, Systems & Networks",Pointwest Technologies Corporation,2015-07-09,Makati and/or QC,Full Time,Not Specified,"Responsibilities:·should be able to write, update and maintain computer programs or software components according to specifications following bestpractices and using appropriate tools and techniques·should be able to correct errors by making appropriate changes and rechecking the program to ensure that the desired results areproduced·should be able to read, analyze and understand program code to derive and document business rules (reverse engineering)·should be able to perform impact analysis for program enhancements and come up with schedule and effort (man-hour) estimates·should be able to perform unit testing·should be able to communicate with the client as neededRequirements:Core JavaFrameworks (Struts, GWT, etc.)",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,RPG Developer,"Jobs in IT, Programming, Systems & Networks",Pointwest Technologies Corporation,2015-07-09,Makati and/or QC,Full Time,Not Specified,"Responsibilities:– Create design, code, and test components– Create technical documentation– Conduct unit, system, and integration testing– Resolve application issues– Provide support during system testing and UAT– Provide support to the QA and production environments– Lead project teams Requirements:• RPG ILE (Minimum of 3 year/s of experience)• RPG Free (Minimum of 1 year/s of experience)• RPG III (Minimum of 6 year/s of experience)• RPG IV (Minimum of 6 year/s of experience)• CL (Minimum of 2 year/s of experience)• IBMi Environment (iSeries/AS400) (Minimum of 6 year/s of experience)• MKS Implementer / Source Control (Minimum of 1 year/s of experience)",Negotiable,Negotiable,3,3,IT
Pinoy Jobs,SOFTWARE DEVELOPER (PYTHON),"Jobs in IT, Programming, Systems & Networks",EastVantage,2015-07-09,Global City,Full Time,Bachelor's Degree,"Responsibilities:•Development and extension of the « OpenObject » framework and its existing modules•Development of new functional business modules•High-level user support (technical)•Software architecture•Involvement in the OpenERP projectRequirements:•Candidate must possess at least a Bachelor’s/College Degree , Engineering (Computer/Telecommunication) or equivalent.•At least 4 year(s) of working experience in the related field is required for this position.•Preferably 1-4 Yrs Experienced Employees specializing in IT/Computer – Network/System/Database Admin or equivalent.•Excellent programming level with Python•Excellent programming skill on other language who are willing to learn Python•Knowledge in SGBD modelization and conception (PostgreSQL, etc)•Experience with another ERP, a plus but not required•Knowledge of Linux, a plus but not required•Knowledge of OpenERP’s technical framework (Python-based, cross-platform, modular, MVC,ORM), a plus but not required•Good knowledge of SQL server, including stored procedures and advanced functions•Knowledge with PHP, a plus•Full-Time position(s) available.",Not Specified,Not Specified,1,4,IT
Pinoy Jobs,Senior Software Specialist,"Jobs in IT, Programming, Systems & Networks",Eastvantage Inc.,2015-07-08,Taguig City,Full Time,Not Specified,"We are a European consultancy and outsourcing company providing web-enabled business solutions to entrepreneurs all over the world. Our tailor-made solutions are always delivered with excellence, passion, and commitment by well-trained, talented professionals and managers who pride themselves in working with high-quality standards.Share the passionSerious but wacky. Normal but quirky. Organized yet flexible. Hard work with playtime. That’s life at Eastvantage. It’s a place where introverts and extroverts, the left-brained and right-brained, the outgoing and the shy can all work side by side without pulling each other’s hair. That’s because we work in a highly open, flexible and collaborative zone where we can totally feel at home.We may be a team of different folks with different strokes, but we share the same passion for our work and a constant drive for excellence. And we’re lucky enough to belong to a company that empowers us and looks out for our development and well-being.Are you intelligent, creative, passionate, and crazy enough? Then join the club and be part of an ever growing international team.Responsibilities:Lead a team of 2 Software SpecialistsCompleting project tasks to meet project deadlinesSoftware product customisation/configurationUnderstanding technical specifications to develop solution for client requirementsDevelop test plan/cases based on technical specification/requirements traceability matrixRun test cases and record resultsResolving client-raised technical issues and technical bugsInteracting with clients and internal staff through web forms, emails and phone callsMaintain good customer relationship to ensure client satisfactionRequired Technical Skills:MSSQL Server Knowledge (Database Management, T-SQL Knowledge)SQL scripting skills  – Views, Stored Procedures SSIS and SSRSWindows remote desktop familiarityData mapping conversionTesting experience (including following test plans and drafting test cases)Basic OOP knowledge to a standard that would enable bug fixingMS OfficeRequired Soft Skills:Candidate must have leadership experience, excellent written and verbal communication skills, high energy to meet or exceed client expectations and excellent problem solving and analytical skills. You must also be able to debug and troubleshoot.",Not Specified,Not Specified,2,2,IT
Pinoy Jobs,PHP Programmer / Web Developer,"Jobs in IT, Programming, Systems & Networks",Hyper6,2015-07-08,Manila City,Full Time,Not Specified,"JOB OVERVIEWOur Company is in immediate need of a full-time Web Developer / PHP Programmer to join our remote team. The job is FULL TIME, for 40 hours/week and 160 hours/month. You may work from 7am to 3pm CST, or 3pm to 11pm CST (Central Standard Time).Our clients are ranging from enterprise custom site solutions to high end Magento, Ultra Cart & WordPress sites.Skills and Qualifications:Applicant must have a strong working knowledge of the major web development technologies including Ultra Cart, Magento, HTML5, CSS3, jQuery, Responsive Web, PHP and MySQL. Desired Skills and Experience:+ Worked with the latest versions of PHP, CodeIginter, Jquery, Ultracart, AngularJS is a plus.+ Knowledgeable in either MVCs like CodeIgniter, Zend, Laravel or experienced with systems like Ultra Cart, Magento, Joomla, WordPress+ Have an idea of securing websites against injections and cross site scripting.+ Familiarity with oAuth authentication, worked with APIs such as: Facebook, Twitter, Google Analytics, Linkedin, Google+, Paypal and Stripe.+ Be able to convert PSD to HTML5/CSS3 using Bootstrap, CSS Preprocessors (LESS/SASS) is a plusPlease send us your updated resume, portfolio, and cover letter. Please indicate your expected salary, and provide three professional references. At least two of the references must be work references. We will be performing a background check. Send it to *protected email*This job requires you to install monitoring software on your PC for use during your shift. The purpose of this policy is to ensure that you’re only working for us during the time you’re being paid for. Think of it as a time clock at a real company – you “punch in” when you arrive, and you “punch out” when you leave.We are only looking for Filipino workers. We do not want any bulk applications or applicants from other countries. Being in Manila is a plus.THIS IS A PERMANENT POSITION. NO OUTSOURCING. NO PART TIMERS.",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,Customer Support Engineer for a US Company,"Jobs in IT, Programming, Systems & Networks",Koodi Systems Web Development Services,2015-07-07,Dolores city,Full Time,Not Specified,"CUSTOMER SUCCESS ENGINEERROLECustomer Success Engineers (CSEs) are an incredibly important part of our team. Our CSEs are the customers’ main point of contact for helping our customer and our communities succeed at WordPress and Drupal! We need support 24/7, so whether you’re a local candidate looking to work out of our office in the Philippines or looking to telecommute and work PH hours, we’d love to talk to you!The desire to solve problems and mentor customers is key to succeeding in this role. You’ll be dedicated to providing technical guidance, customer relationship management and CMS expertise to new and existing customer groups. You’ll act as the key liaison between our clients and our internal teams, with the aim of enhancing customer experience so that everyone gets the most out of client’s services.QUALIFICATIONS & EXPERIENCEOverall, you’re someone with a broad background/knowledge of Drupal, WordPress and General web development, with a flair for excellent customer service and strong relationship management skills. You should be a clear communicator, a creative thinker, and empathetic. You’re also someone who is:Deep understanding of PHP – you program & debug PHP, and you’re experienced working with Drupal and/or WordPress.Familiar with the full LAMP stack, caching, and performance tuning.Skilled in GIT.Experienced in a customer facing role, working as a consultant or in an agency environment where you worked with clients.Bonus Points For:Project management experience, or similar experience working on a team to solve problems.Previous experience doing IT or tech support.WHAT WE CAN OFFER YOUFantastic work environment powered by an amazing team worldwide.Competitive salary.Vacation days and time off.Regular compensation reviews: Great work is rewarded!Fun at Drupal and WordPress community events.Other Benefits: SSS, Philhealth, Pag-ibigSomething else that’s important to you? Talk to us, we’re flexible ☺Note:This is a full time position onsite at our office in San Fernando, Pampanga or work remotely.You will be working directly with a San Francisco, CA company.",Not Specified,Not Specified,Not Specified,Not Specified,IT
Pinoy Jobs,Encoder,"Jobs in IT, Programming, Systems & Networks",Rooms498,2015-07-04,Mandaluyong City,Full Time,Not Specified,"male ages 22-28previous experience required.IT backgroundcommunication skillsall interested applicants must apply in person at498 Boni Ave., Mandaluyong City0998-992-1988we are also looking for– Graphic Artist / Graphic Designer– Marketing Staff– IT Technician– Encoder– Supervisor",Negotiable,Negotiable,Not Specified,Not Specified,IT
Pinoy Jobs,NetSuite Developer,"Jobs in IT, Programming, Systems & Networks",floship,2015-07-03,Antipolo,Full Time,Not Specified,"Specific Responsibilities• Leverage and customize out-of-the-box NetSuite solutions• Support existing custom scripts and integrate with other business systems• Debug and troubleshoot production issues• Fully document existing and new customizations and workflows• Communicate effectively with stakeholders regarding project status and delivery timeframes• Develop custom code using Suite Scripts to meet user requirements, build Suite Bundler, Suite flow experienceRequired Skills:• 2-5 years designing and implementing NetSuite customizations for NetSuite modules usingSuiteCloud developer tools such as SuiteScript, SuiteBundler, SuiteTalk, SuiteFlow and SSO• Experience as a NetSuite Administrator (mid-level to understand the impact).• End to end NetSuite process knowledge of GL, AR, AP & FA modules to guide the support team.• NetSuite required; experience specifically integration with other systems like Magento and Shopify, a plus• Proficient with creating and managing existing forms, fields, lists, custom records, and other features• Extensive experience with JavaScript, HTML, XML, SQL• Proficient in error resolution, error handling and debugging• Good understanding of standard B2B industry business processes and workflows – Software, SaaS/ Cloud and Services experience particularly valued.• Ability to prioritize and juggle multiple projects and tasks.• Highly self-motivated, fast learner and keen attention to detail• Strong individual performer who works well in a collaborative environment.• Responsive and deadline-oriented with a sense of urgency• Strong organizational skills and the ability to manage multiple simultaneous projects and deadlinesDesired Skills:• Experience working in a logistics, and online product retail, wholesale and fulfilment business environment• Exposure and expertise to other programming languages aside from NetSuite (PHP etc.)",Not Specified,Not Specified,2,5,IT
Pinoy Jobs,PHP Web Developer,"Jobs in IT, Programming, Systems & Networks","Designblue Philippines, Inc.",2015-07-03,Makati City,Full Time,Bachelor's Degree,"Requirements:Candidate must possess at least a Bachelor’s Degree, Computer Science/Information TechnologyRequired Skills: PHP, Codeigniter, Javascript, JQuery, MySQL, HTML5, CSS3Preferred skills: JSON, AJAX, Web APIs (Facebook, Twitter, Google Codes)Must be updated on latest web technologiesMinimum years 2 of working experience in the related field is required for this position.Full-Time position(s) available.Must be willing to work in Makati AreaCan start immediately","15,000.00-25,000.00","15,000.00-25,000.00",2,2,IT
Pinoy Jobs,GRAPHIC ARTIST,"Jobs in IT, Programming, Systems & Networks",ComWorks Inc.,2015-07-02,Quezon City,Full Time,Bachelor's Degree,"Not more than 30 years old• Minimum 1 year experience• Male/Female• Candidate must possess at least a Bachelor’s/College Degree, Art/Design/Creative Multimedia, Advertising/Media or equivalent.• Candidate must know how to use Corel Draw application, Adobe Creative Suite & Google Sketch up 3D.• Knows how to design websites.• Full-Time positions available.• Must be proficient with advanced knowledge in Adobe Photoshop, Illustrator, Corel Draw and Google Sketch Up• Highly creative and takes initiative in making various design beyond what is required.• Can work under minimum supervision, willing to do multitasking.• Team Player, Independent and with initiative.• Thorough with strong organizational skills and keen for details.Job Descriptions:• Creative, with a good eye for a picture• Have excellent technical and photographic skills• Have good communication and people skills• Have good IT skills, especially with computer programs such as Photoshop• Commercially aware and good at marketing themselves.• Must be expert in Adobe Photoshop, Adobe Illustrator• Adobe Indesign, Flash, 3DSMAX, Maya and other related design software is a plus.• Knowledgeable in Creating Website Advertisement",Not Specified,Not Specified,30,30,IT
Pinoy Jobs,iOS Developer,"Jobs in IT, Programming, Systems & Networks","Designblue Philippines, Inc.",2015-07-02,Makati City,Full Time,Bachelor's Degree,"Job Responsibilities:•The main responsibility of the position is to design and develop mid level iOS applications•Continuously discover, evaluate and implement new technologies to maximize development efficiency•Monitors progress of projects and prepares status reportsJob Qualifications:•Experienced in developing iOS applications•Demonstrable portfolio of iPhone and iPad apps•Familiar with web-based architectures and technologies•Experienced submitting and releasing iOS applications to the Apple App Store is a plus•Good understanding of object-oriented programming (OOP)•At least a Bachelor’s/College Degree, Computer Science/Information Technology,•Engineering (Computer/Telecommunication) or equivalent•Required language(s): English•At least 1 year(s) of working experience in the related field is required for this position•Applicants must be willing to work in Makati City•Preferably 1-4 Yrs Experienced Employees specializing in IT/Computer Software or equivalent•Full-Time position(s) available- Good communicator- Self motivated & enthusiastic•Flexible working attitude in varying work scenarios•A technical and logical approach•A team player, but ability to work alone","20,000.00-30,000.00","20,000.00-30,000.00",1,4,IT
Pinoy Jobs,Mobile App / Database / Web developer required,"Jobs in IT, Programming, Systems & Networks",Soloplus Pte Ltd,2015-06-30,Manila City,Full Time,Not Specified,"We are a Singapore based mobile app development company looking to hire mobile app developers. Ideally, you should have hand-on experience in mobile app development. Experience with either Eclipse or Xcode is a must while experience with a cross platform tool is optional but advantageous. If you have experience in SQL, MySQL database will be looked upon favourably. We will hope that you are fluent in English and able to work independently. We are hiring from executive to supervisor level.We have openings for the following positions.1) mobile app developers2) web developers3) database developersThe job will give you the opportunity to join a fast growing young IT company. We will pay you between 25,000 to 35,000 PHP depending on experience. The job may give you the opportunity for travel and in future we may allocate you to the headquarters in Singapore.Fresh graduates with passion and experience in mobile app development are also welcomed to apply.Please send your detailed resume, stating relevant work experience, current and expected salary and notice period to *protected email*We regret that only shortlisted candidates will be notified.",25000,35000,0,0,IT
Pinoy Jobs,Technical Support,"Jobs in IT, Programming, Systems & Networks","ARCHANGEL TECHNOLOGIES, INC.",2015-06-30,Mandaluyong City,Full Time,Bachelor's Degree,"Responsibilities:-Provide On-site Technical Support to end-user, Troubleshooting issues related to personal computers, Applications and printers.-Support end user for their daily PC usage problem-Ensure customer satisfaction. Pro-Active/reactive support operational maintenance-Diagnose and troubleshoots desktop hardware  Qualifications:Experience in troubleshooting desktop/network knowledge on MS windows OS LAN/TCP/IP Networking device Experience & knowledge in Win XP, Win7, Win8 and MS Office Network Connectivity, Printer Mapping Bachelor’s/College Degree, Computer Science / Information Technology or equivalent",Not Specified,Not Specified,8,8,IT
Pinoy Jobs,Network Technician,"Jobs in IT, Programming, Systems & Networks",Rural Tech Development Ltd,2015-06-28,Papua New Guinea,Full Time,Bachelor's Degree,"Overseas Job Opportunity(Direct Hiring)Job DescriptionPosition:IT Network Tech SupportSkills:Sound Knowledge in LAN and WAN technologies. IT and Network Support communication Wireless Satellite.Experience Network routing and switching, Wireless communication,Cisco / MikroTik (at least 3 years work experience, preferred with Cisco Knowledge )Qualification: BS Information and Technology Field.Salary:Salary will be commensurate with qualification and experience of the candidate.Interested candidate may send their resume with name and contact details to: RTD Contact In Philippine:HR Manager, Louie Sarmiento +63 9167617005 email ad : *protected email*Currently here in Philippines to conduct interviewSuitable candidate may have opportunity to come for 3 months training in Papua New Guinea under trainee visa.Company InformationRTD is a Papa New Guinea limited liability company, and its internal ultimate authority is the Board of Directors. General Manager Shahram Honarzad is responsible for daily management of the business and has been providing ICT Services and consultancy for past 20 years in pacific countries and for 15 years specifically in PNG.Main BusinessRural Tech Development mission is to provide our customers with a complete solution to all their current and future ICT needs. We have established a reputation for quality work and plans to continue to enhance our image in the industry. We committed to a shared values and focus to achieve the highest levels of customer satisfaction.The company seeks to become a well-known and respected provider of advanced network solutions by:•Increasing service offerings.•Increasing availability and accessibility to current and future customers.•Creating innovative, unique, and cost-effective solutions to problems currently faced by customers.We work with our customer to provide economical viable, efficient, durable, and flexible ICT strategies and services based upon their key business requirements. The company will seek to offer customers additional services which will increase productivity by providing useful solutions to the clients, they would not otherwise find.Size gives the company a competitive advantage, in that the company can respond quickly to changing opportunities and take advantage of the latest technologies. It can see where the industry is going and move in that direction more quickly than the competition.RTD ServicesSatellite ServicesVSAT Service through out PNG, utilising high-end equipment for WAN optimisation and Network Acceleration.Fibre Optic CablingDesign, Installation and Termination (including Splicing) of fibre optic cable of all types. OTDR test and certification.Equipment and Peripheral SupportSupport provided onsite and remotely where needed.Network IntegrationSystem Integration and Network Engineering including Local Area Networks and Wide Area Networks.IT ConsultingStrategic advice on broad IT issues including analysis of existing infrastructure, capacity planning, auditing, and Training Services.Hosted and Virtual ServicesProviding high end network virtual server and tailored to customer’s requirements with state of art security.The Company has a strong preference for Open architect and similar distribution methods where technology’s core is available to customer.",Commensurate based on experience and skills,Commensurate based on experience and skills,3,3,IT
Pinoy Jobs,WEB DEVELOPER,"Jobs in IT, Programming, Systems & Networks",Synergia BPO Solutions Inc.,2015-06-27,"Redlanch Business Park, Purok 1, Doña Maria Subd. Tagas, Daraga Albay",Full Time,Bachelor's Degree,"Job Description–Candidate must possess at least Bachelor’s/College Degree,Computer Science/Information Technology or equivalent.–At least 2 year(s) of working experience in the related field is required for this position.–Preferably have at least 1 to 2 years of experience in QA Testing (Manual or Automation)–The job basically consists of, but not limited to web development, front-end and back-end, and creating user’s manual.–The developers job is composed of several programming areas such as PSD file to HTML convertion, CMS, Database Management.–Candidate must possess knowledge of HTML/CSS/JavaScript for the front-end, or PHP/Mysql for the back-end development.–High-level experience with Java (J2SE and/or J2EE) and Java web development (Servlets, JSPs)–Experience with SQL Server and MySQL Server–Preferably have knowledge with Wildfly Framework.The following attributes might not be required but pluses:–Applicants must be willing to work in LegazpiAlbay–3 Fulltime positions available–Applicants must be willing to work from 10am to 7pm–Male and Female (female is preferable for one position)",Not Specified,Not Specified,1,2,IT
Pinoy Jobs,PROGRAMMER,"Jobs in IT, Programming, Systems & Networks","NETLINK ADVANCE SOLUTIONS, INC.",2015-06-25,Laguna,Full Time,Not Specified,"REQUIREMENTS:Graduate of 4 years Computer Programming and Information Technology or other related course.With at least 1 year experience in Computer Programming or any related work.Knowledgeable on PHP, MYSQL, MYSQL SERVER / MS SQL SERVER, Crystal Report, HTML , JavaScript, SQL Expression VBNET, Visual Basic, , or any Web Development Software.Adobe Creative Suite skills required, including InDesign, Illustrator, Photoshop and Dreamweaver.HTML and CSS layout skills desired.Knowledge on PHPADMIN, XAMP, JOOMLA, Photoshop or any related graphic design software is an advantage.Detail-oriented personality with the ability to manage multiple projects concurrentlyStrong interpersonal skills and the ability to communicate effectively via phone, email, and webinar.The ability to collaborate effectively with team members and clients.Computer literate both software and hardware.Excellent verbal and written communication skills, ability to effectively communicate with internal and external clients.Must be able to work under pressure and meet deadlines while maintaining positive attitude and providing exemplary customer service.Ability to work independently and to carry out assignments to completion within parameters of instructions given, prescribed routines, and standard accepted practices.Willing to be assigned anywhere.Can easily follow instructions, excellent with direction.Have good leadership skills and a team player.Strictly non-smoker.",0,"P 15,000. 00 and negotiable",4,4,IT
Pinoy Jobs,Analyst Trainee,"Jobs in IT, Programming, Systems & Networks",TeraSystem Inc.,2015-06-25,Makati City,Full Time,Bachelor's Degree,"QUALIFICATIONS:– Bachelors Degree of Computer Science,Information Technology or its equivalent.– Proficient in English both in oral & written.– Must have good analytical skills.– Can demonstrate good concept and hands on experience in system development methodology and life cycle.– Experience in MS SQL programming is an advantage.RESPONSIBILITIES:– Participate in SDLC life cycle.– Perform design,planning and analysis on current & future requirements.– Work with users to define concepts under direction of project managers.– Collaborate with developers in resolving issues and to establish technical vision.– Provide support & maintenance for production application.– Document technical specifications and manuals.– Deliver work results from unit testing, integration testing, system testing on assigned tasks.",Will discuss upon hiring,Will discuss upon hiring,Not Specified,Not Specified,IT
Pinoy Jobs,Programmer Trainee,"Jobs in IT, Programming, Systems & Networks",TeraSystem Inc.,2015-06-25,Makati City,Full Time,Bachelor's Degree,"JOB DESCRIPTION:Performs various Java software development tasks that includes programming and implementation of technical specifications, unit testing, program development and program documentation.Qualifications:– Bachelors Degree of Computer Science,Computer Engineering, Information Systems or related Computer Courses.– Excellent analytical skills: Aptitude for recognizing patterns in user requirements– Good communication and people skills– Must be team playerTechnical Requirement:– •Core Java with good grasp of OOP (Object Oriented Programming) and J2EE (Servlet, JSP)•Knowledgeable in any RDBMS and basic database concepts, Data structures•Background of Spring, Struts, Hibernate would be an advantage•Analytical and good problem solving skills•Sound knowledge of object-oriented design and development methodology, J2EE technology and architecture•Java environment: scripts for parse CSV data, data analysis, spreadsheets•Programming Language: J2SE, J2EE•Operating System: Windows•Database: MSSQL, Oracle 9i/10g•Server Platform: IBM WebSphere 5 & 7, Tomcat 5.X•Web Application Programming: HTML, JSP, JavaScript, XML•IDE: VisualAge, Eclipse",Discussion upon Hiring,Discussion upon Hiring,Not Specified,Not Specified,IT
Pinoy Jobs,DATA ANALYST,"Jobs in IT, Programming, Systems & Networks",Phiire Corporation,2015-06-24,Oro City,Full Time,Bachelor's Degree,"We are a contemporary and rapid developing Business Process Outsourcing Company.If you’re an upbeat and up for a career challenge individual, then we encourage you to join our young and tech savvy team for the Real Estate Industry. Is currently looking for: DATA ANALYSTTraining fee is fixed at 8K for one month. The succeeding pay will be performance based; paid per order accomplished. “Our top producers earn 25K+/Month.” Potential Benefits:– 5 Day Weeks– 7 Hour Work Days– Employer Match: SSS, Phil-Health, Pag-Ibig– Standard Service Incentive Leave– 13th Month Pay– 25% Overtime Premium– 10% Night PremiumQualifications: •Career Driven•Computer Savvy•Substantial English Skills•Suitable Math Analysis•Willing to work on Graveyard Shift (Shifting Schedules)•Hard Working (Ability to work paid overtime if requested)Preferred Degrees:•Information Technology•Accounting•Advertising•Real Estate•Economics•Marketing•Education•Business•Finance",Not Specified,Not Specified,7,7,IT
Pinoy Jobs,Data Scientist,"Jobs in IT, Programming, Systems & Networks",Fusionex Corp Sdn Bhd,2015-06-24,"Level 12, Tower A, Plaza 33, No. 1, Jalan Kemajuan, Section 13, 46200 Petaling Jaya, Selangor, Malaysia.",Full Time,Not Specified,JD of Data Scientist,Not Specified,Not Specified,Not Specified,Not Specified,IT
Pinoy Jobs,Freelance Mobile Apps Tester,"Jobs in IT, Programming, Systems & Networks",Just Mobile Sdn Bhd,2015-06-23,Work From Home,Part Time,Bachelor's Degree,"Job Descriptions:1-To test and identify defects/bugs in Mobile App (Android and iOS)2-Document test cases/plans, test strategies etcRequirements:1-Degree / Diploma in Computer Science or any fields2-Should have own Android and iOS devices to test3-You will be paid a monthly salary regardless if there’s any testing work needed4-We shall provide you a bug tracking website to report mobile app bugs5-Work from home, and only need you to test from 1-3 apps per month6-Skill(s):Should havea-Sharp analytical skillsb-Detailed orientedc-An attitude to ‘test to break’d-The ability to work independently and proactivelye-The ability to work under pressure and tight deadline","RM1,000","RM1,000",1,3,IT
Pinoy Jobs,Web / Mobile Developer,"Jobs in IT, Programming, Systems & Networks",Startechup Inc.,2015-06-16,Cebu City,Full Time,Not Specified,"RequirementsMust have experience in Objective-CHave published one or more iOS apps in the app storeProven working experience in software developmentWorking experience in iOS developmentExperience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core TextExperience with third-party libraries and APIsWorking knowledge of the general mobile landscape, architectures, trends, and emerging technologiesSolid understanding of the full mobile development life cycleKnowledgeable in Web DevelopmentVery good English Communications Skills, both oral and writtenVery good time management skills.A problem solver and able to multi task.ResponsibilitiesDesign and build advanced applications for the iOS platformCollaborate with cross-functional teams to define, design, and ship new features.Unit-test code for robustness, including edge cases, usability, and general reliability.Work on bug fixing and improving application performance.Continuously discover, evaluate, and implement new technologies to maximize development efficiency.Report development updates, issues and resolution encountered in the project.Communicate with Stakeholders and clients relating to the project.Trainings providedWe offer a complete set of training during the first period of the employment. It will be an incredible opportunity to learn extremelly fast new languages, new technologies and new methodologies.Get ready to learn a lot WE PROVIDE FREE HEALTHY LUNCH FOR THE ENTIRE TEAM EVERY DAY!IMMEDIATE HIRING – Compensation based on experienceApply on www.startechup.com or by email : *protected email*",Not Specified,Not Specified,Not Specified,Not Specified,IT
